treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
1,40,0,0,0,10.0,0,29750,27323,46587
0,20,0,1,1,8.0,0,40463,40021,40387
1,28,1,1,0,7.8,0,38975,39830,39025
0,29,0,0,1,8.0,0,38271,37532,35739
1,50,1,0,0,8.8,0,46995,46848,39595
0,55,0,0,1,11.0,0,53304,53172,45968
1,40,0,1,0,7.0,0,41017,40502,38688
0,34,1,0,0,9.8,0,46153,46264,45314
1,27,0,1,1,7.0,0,52988,52475,37412
1,19,0,1,1,8.0,0,38078,39755,41629
0,39,1,1,1,11.8,0,54074,54525,40897
1,57,0,0,0,13.0,0,53676,54623,49973
1,38,0,0,1,8.0,0,42893,44181,36896
1,50,1,0,1,10.8,0,27136,27611,47243
0,64,1,1,0,11.8,0,29037,28443,37288
1,50,0,1,1,9.0,0,50796,50996,46701
1,38,0,0,0,12.0,0,36815,39189,45053
1,38,0,0,0,12.0,0,44984,44832,42665
0,40,0,1,0,12.0,0,58153,59424,41520
1,50,0,0,1,8.0,0,50429,50419,45255
1,45,0,0,1,13.0,0,38010,38898,42840
1,48,1,0,0,9.8,0,47072,46665,45784
1,28,1,0,1,8.8,0,49227,47911,49060
1,20,1,0,1,12.8,0,26859,27493,42391
1,50,0,1,1,11.0,0,42370,41694,45749
0,49,0,1,1,10.0,0,33827,32485,39311
0,21,1,0,1,6.8,1,47788,45813,39588
0,53,0,1,1,8.0,0,37005,37128,43362
0,54,0,0,0,12.0,0,51930,50087,41437
1,57,1,1,1,6.8,0,30505,30211,44317
0,20,0,0,1,9.0,0,47334,47710,43016
1,26,1,0,1,6.8,0,21537,21623,42975
0,38,0,0,1,10.0,0,49249,49949,41981
0,39,0,0,0,8.0,1,21844,22401,40812
0,59,0,0,0,7.0,0,48260,47598,40239
0,26,0,0,1,9.0,0,36563,35923,39664
0,47,0,0,0,10.0,0,45197,43986,50086
0,40,1,0,1,9.8,0,33829,34891,44868
0,40,0,0,1,10.0,0,27140,26919,47878
1,58,0,0,0,9.0,0,22613,22342,38656
1,42,0,0,1,7.0,0,32303,32053,47586
0,61,1,1,0,9.8,0,37740,40409,31659
0,52,0,1,0,8.0,0,48601,48644,47645
0,39,0,0,0,10.0,0,28465,28506,35397
0,32,0,0,1,12.0,1,55467,55254,39846
1,60,0,1,1,12.0,0,36886,37074,50739
0,62,0,0,1,8.0,0,26594,26658,42412
1,18,0,1,1,11.0,0,48762,47589,41741
0,51,1,0,0,7.8,0,39548,39834,40471
0,57,0,0,0,7.0,0,28540,29240,40510
0,63,0,0,0,13.0,0,54189,55591,41228
1,62,0,0,0,12.0,0,46878,47145,51690
1,27,0,1,1,8.0,0,37426,36921,43405
1,50,1,1,0,7.8,0,37098,37338,48245
0,26,0,1,1,10.0,0,24883,25814,34026
0,42,0,1,1,8.0,1,50101,50190,42071
1,22,1,1,1,9.8,0,29465,28284,48803
0,59,0,0,0,9.0,0,54155,54102,48397
1,22,1,0,1,6.8,0,56261,56684,43242
1,64,1,0,0,8.8,0,52454,54002,45162
0,27,0,1,1,9.0,0,31124,30352,40084
0,57,0,0,0,7.0,0,24625,25997,35347
1,48,1,0,0,9.8,0,48710,48891,36678
1,51,0,1,1,13.0,0,58349,58265,40489
0,47,0,0,0,8.0,0,44033,45770,35195
1,28,1,0,0,12.8,1,29719,31763,49013
0,19,0,1,0,9.0,1,26988,26346,43769
0,43,0,0,1,13.0,1,24988,23946,45075
0,42,0,0,1,8.0,0,42342,42778,37929
1,51,0,0,0,13.0,0,52245,52414,49336
0,26,0,0,1,9.0,1,36845,37612,44162
0,42,1,1,1,9.8,0,32074,31086,34613
1,36,0,0,0,11.0,0,57123,56357,42960
0,50,0,0,1,10.0,0,53244,53684,42601
1,39,0,1,1,11.0,0,58146,58124,46593
0,31,0,0,1,12.0,0,27910,29102,42220
0,35,0,0,1,11.0,0,29853,29073,43489
1,29,1,0,1,7.8,0,31540,30100,43299
0,34,1,0,1,11.8,0,44324,44750,44076
0,51,0,1,0,8.0,0,25776,25225,37194
1,53,1,0,0,11.8,0,25022,26423,46757
0,37,0,0,0,8.0,0,45044,45344,45165
1,31,0,0,1,8.0,0,20649,22255,46707
1,33,1,0,0,9.8,0,28514,26824,43235
0,43,1,1,1,12.8,0,35833,34348,40624
1,19,0,0,1,8.0,1,39357,38637,42590
1,41,0,0,0,13.0,1,39193,38725,46167
0,53,1,0,0,6.8,0,54195,53676,39715
0,62,0,0,0,12.0,0,56080,55410,48406
1,46,0,1,0,10.0,0,20399,19795,36292
1,46,0,0,1,10.0,0,51020,52271,40418
0,51,0,1,0,7.0,0,24423,25738,44600
1,36,0,0,0,10.0,0,29696,28159,43516
0,25,0,1,1,10.0,0,54179,54454,39350
1,30,1,0,1,10.8,0,26951,27480,45560
0,64,0,1,0,13.0,0,37698,37527,49237
0,19,0,1,1,10.0,1,50915,51657,39502
0,23,1,0,1,8.8,0,48116,48445,47727
0,27,0,0,0,10.0,0,57307,57816,42831
1,35,0,1,0,7.0,0,32617,32226,39719
1,61,1,0,0,10.8,0,42254,41909,44830
1,56,0,0,0,10.0,0,48379,47229,47958
1,47,0,1,0,9.0,0,44537,44274,46564
1,46,0,0,1,7.0,0,56071,56297,44557
1,22,1,1,0,7.8,0,33380,34998,36101
0,60,1,1,0,9.8,0,50236,49765,42352
0,29,1,0,1,7.8,0,49317,49552,36554
1,26,1,0,1,10.8,0,59943,61224,45493
0,19,0,1,0,12.0,0,29592,30352,39376
1,45,1,0,0,7.8,0,36193,36143,41464
1,60,0,0,0,7.0,0,31712,31854,44284
1,58,0,0,0,9.0,0,53203,52373,45700
0,28,0,1,1,12.0,0,28661,28866,40575
0,19,0,1,1,13.0,0,31589,31359,40115
0,34,1,1,1,8.8,0,40144,39863,45014
1,60,0,0,1,10.0,0,35805,38127,48542
0,59,0,1,0,7.0,0,26751,26426,45276
0,47,1,0,0,8.8,0,35328,35929,42956
0,34,1,0,1,8.8,0,21632,19869,46473
0,37,0,1,0,9.0,0,21673,22784,48268
0,58,0,1,0,13.0,0,55647,53241,44322
0,56,0,1,1,9.0,0,28820,28954,40231
1,35,0,0,1,12.0,0,31392,30674,46275
1,49,0,0,1,7.0,0,29937,29104,40666
1,37,0,0,1,13.0,0,53448,56014,47348
1,63,0,0,0,7.0,0,38796,39479,43023
1,49,1,0,1,12.8,1,43080,42809,44354
0,64,0,0,0,13.0,0,44663,42379,42807
0,27,0,0,1,10.0,1,53459,52178,50493
1,48,0,1,1,12.0,0,21012,21835,37600
1,19,1,0,1,7.8,1,37975,36744,40573
1,53,0,0,0,11.0,0,58844,58405,46786
1,33,1,0,1,6.8,0,28379,27033,42292
1,22,0,1,1,7.0,0,27500,27586,37061
0,41,0,0,0,8.0,0,59840,60321,43981
1,32,0,1,0,12.0,1,49745,50566,41661
1,62,0,0,0,10.0,0,49080,49317,44383
1,41,1,0,1,7.8,0,30528,29479,39950
0,59,0,0,1,10.0,0,36669,37280,40409
0,63,1,0,1,11.8,0,38110,35963,39749
1,62,1,0,1,6.8,0,44840,46176,45740
1,23,0,1,1,11.0,0,52320,52712,42504
1,35,1,0,1,8.8,0,58528,57686,49225
0,48,1,0,0,7.8,0,46324,46075,39334
0,46,1,1,0,10.8,0,40785,40435,44965
1,61,0,0,1,10.0,0,35895,36282,47256
1,43,1,0,0,9.8,0,50713,50316,41176
0,34,1,1,0,8.8,1,34255,34914,43287
1,33,1,0,0,9.8,0,47897,48733,40217
1,31,1,1,1,12.8,0,25827,25319,44937
0,44,0,0,1,7.0,0,49181,48224,35407
1,22,0,1,0,8.0,1,59520,60895,37836
1,43,0,0,1,12.0,0,44753,44829,42537
0,40,1,0,1,7.8,0,42944,44433,37867
0,18,0,0,1,11.0,0,26399,27279,41401
1,48,0,0,0,11.0,0,43729,44039,44741
0,30,1,0,1,7.8,0,50333,51734,43836
1,43,1,1,0,10.8,0,28133,27449,41557
1,18,0,0,1,11.0,0,47051,47540,40211
0,31,0,0,1,12.0,1,25275,24322,42649
0,40,1,0,0,9.8,0,44498,43988,41920
1,56,0,0,1,13.0,0,31342,30531,46683
1,30,0,0,1,12.0,0,43268,42260,48319
1,21,1,0,1,11.8,1,20007,20123,41867
1,32,1,1,1,7.8,1,28822,27521,51038
0,32,1,1,1,8.8,0,24750,25176,42165
1,20,0,1,1,11.0,0,25054,24594,36727
1,41,1,0,0,6.8,0,49049,49257,37951
0,31,0,1,1,8.0,0,38351,40445,45283
1,27,0,1,1,13.0,0,34845,35530,41873
1,18,0,1,1,12.0,1,23188,24265,44368
0,49,0,0,0,10.0,0,59218,58295,43110
0,37,0,0,1,11.0,1,48167,47769,46306
0,18,0,1,1,10.0,0,47415,46865,39752
0,32,0,0,1,10.0,0,50940,51835,46649
1,58,1,0,0,8.8,0,58901,60183,40900
0,44,0,1,1,9.0,0,22469,22552,32585
1,45,0,0,0,9.0,0,58992,57995,39434
0,59,0,0,0,11.0,0,30756,29676,45575
1,39,0,1,1,11.0,0,23704,21447,37803
1,43,0,0,1,8.0,0,55766,55288,41687
1,22,1,1,1,6.8,1,37929,38115,37689
0,37,0,0,1,8.0,0,35364,35952,46119
0,47,0,0,0,8.0,0,50033,49648,46590
1,44,0,1,1,12.0,0,40001,40266,38627
0,47,1,0,1,11.8,0,20857,21046,41722
0,58,0,1,0,11.0,0,54039,54181,47545
0,45,0,0,1,10.0,0,32794,32544,37448
1,30,1,0,1,10.8,0,59693,60027,36943
1,38,0,0,1,11.0,0,48004,48760,36879
0,55,1,1,1,11.8,0,23260,22548,45054
0,23,0,1,1,7.0,0,42104,39927,38503
1,56,1,0,0,9.8,0,59638,60990,42096
1,40,0,0,0,8.0,0,53773,53890,46218
0,59,0,0,0,10.0,0,58730,59177,46370
0,63,0,0,1,12.0,0,29123,29004,37733
1,52,0,0,1,9.0,0,34000,33281,41399
1,61,0,0,1,13.0,0,36259,36254,50067
0,42,1,1,1,6.8,0,43558,43516,54560
0,47,0,0,0,9.0,0,43982,44518,51273
1,51,1,0,0,9.8,0,38214,36929,46995
0,59,0,0,0,8.0,0,22879,22959,39557
1,64,1,1,1,6.8,0,21851,22466,43725
0,25,0,1,1,10.0,0,32159,31215,46425
0,61,0,0,1,10.0,0,36675,37381,42395
1,36,0,1,1,13.0,0,29414,29472,46252
0,41,1,0,0,11.8,0,54645,53927,43398
0,45,0,0,0,9.0,0,44157,44515,39980
0,40,0,0,1,13.0,0,25192,24790,36925
1,54,0,1,1,10.0,0,57089,57082,42190
1,37,0,1,1,8.0,0,29229,29707,38048
0,37,0,0,0,11.0,1,42484,43186,38945
1,31,0,0,1,7.0,0,36090,35572,43357
0,23,0,0,0,12.0,0,42292,42813,36041
1,41,0,1,1,11.0,0,40299,42174,40551
1,29,0,0,1,7.0,0,24766,24321,39542
1,61,1,0,0,6.8,0,40806,41379,46214
0,44,0,1,1,7.0,0,49853,49973,39108
0,30,0,1,1,9.0,0,48142,48225,45144
1,40,0,1,0,10.0,0,26901,27186,40254
0,59,0,0,0,10.0,0,58920,58303,49339
1,22,0,0,1,7.0,0,45212,45262,35275
1,35,0,0,1,9.0,0,35440,33231,42261
0,34,1,1,0,6.8,0,35441,34522,35591
0,18,0,0,1,10.0,1,44436,42785,43374
1,18,0,0,1,7.0,1,28965,29122,41791
1,57,1,0,0,9.8,0,59902,58953,50342
1,48,0,0,0,8.0,0,21271,20917,41497
1,52,0,0,0,7.0,0,23736,23856,41510
0,29,0,0,1,8.0,0,44232,43733,40480
0,24,1,0,1,7.8,0,21382,22632,46782
0,53,1,0,0,10.8,0,41048,39831,45036
0,38,0,0,1,8.0,0,44960,44993,44278
1,33,0,0,0,9.0,0,23562,24028,43906
1,58,0,1,1,10.0,0,28537,28044,46329
1,57,0,1,0,13.0,0,36204,34381,44809
1,30,1,1,0,6.8,0,40675,40192,39171
1,58,0,0,1,12.0,0,29113,29964,48457
0,24,0,0,1,13.0,1,48762,49490,45829
0,43,0,0,0,7.0,0,42559,42919,42756
0,47,0,0,0,7.0,1,54179,54698,36716
1,37,1,1,1,12.8,0,52873,52351,44132
1,26,1,0,0,12.8,0,33854,33819,46262
1,48,0,0,1,12.0,0,45113,44652,42105
0,24,0,0,1,8.0,1,21032,20040,36034
1,38,0,0,1,13.0,0,31755,32410,42567
0,35,1,0,0,10.8,0,28468,30221,36505
0,20,0,0,1,10.0,1,24575,25552,42438
1,44,0,0,1,7.0,0,40776,40661,43549
1,36,0,0,1,7.0,0,40277,40865,44546
0,21,1,0,1,9.8,0,54857,55330,37440
0,23,0,0,1,7.0,0,25872,24730,34718
1,34,0,1,1,9.0,0,26893,27768,44200
0,64,0,1,0,13.0,0,50567,48829,45969
1,57,0,0,0,9.0,0,56831,57025,43480
1,40,0,0,1,8.0,0,31446,31246,50357
0,33,0,0,1,12.0,0,42355,41624,40877
1,50,1,0,0,11.8,0,54896,55153,39433
1,52,0,0,1,7.0,0,36690,36648,44060
0,28,1,1,0,11.8,0,40313,40272,43637
1,53,0,1,0,7.0,0,38957,38858,40242
0,28,1,0,1,9.8,0,49392,48442,40526
0,61,1,0,1,9.8,0,20323,20389,43223
1,55,0,1,0,11.0,0,51006,49650,44432
1,48,0,0,1,12.0,0,29087,28003,43262
0,36,1,0,1,12.8,0,33997,34574,37544
1,34,0,0,1,12.0,0,48444,50413,41670
0,62,0,0,0,8.0,0,31189,30637,45675
0,24,0,0,0,12.0,0,56107,57659,42767
1,38,1,0,0,11.8,0,53432,54235,40418
0,35,1,0,1,10.8,0,46728,45176,41969
0,38,0,1,0,13.0,0,42094,43223,43113
1,20,0,0,1,12.0,0,50260,49299,43917
0,46,1,0,1,12.8,0,51764,50851,40842
0,53,1,1,1,7.8,0,44358,43275,49138
0,57,0,0,0,7.0,0,57628,59764,39935
1,48,0,0,0,7.0,0,28146,28560,40671
1,36,1,1,1,8.8,0,42055,42276,46626
1,62,0,1,0,13.0,0,39288,41110,47399
1,62,0,0,1,7.0,0,25556,25771,34588
1,63,0,0,0,11.0,0,44701,45706,48794
0,37,0,0,0,8.0,0,27226,27083,34934
0,28,0,0,1,7.0,0,20986,20015,41889
1,50,0,1,1,10.0,0,43907,42846,46211
0,62,0,0,0,8.0,0,47154,47871,40613
0,41,0,1,1,10.0,0,55126,55890,44783
0,62,0,0,0,9.0,0,21237,21871,44884
0,46,0,0,0,12.0,0,34723,35816,49171
1,34,1,0,1,6.8,0,40363,41577,53982
0,54,0,0,0,13.0,0,32251,31798,39473
1,58,1,0,0,12.8,0,20845,20465,39124
1,41,0,0,0,7.0,0,52799,52891,48737
1,38,0,1,1,8.0,0,42275,43962,40306
0,50,1,1,1,12.8,0,21116,21076,39917
1,63,0,0,0,7.0,0,34114,34239,45465
0,49,1,0,0,12.8,0,58766,58496,40846
0,26,0,1,1,7.0,0,32099,31210,41018
0,61,0,0,0,7.0,0,41706,42166,41421
0,51,0,0,0,9.0,0,32439,32408,47516
0,22,0,0,1,9.0,1,22788,23765,48037
1,40,0,0,0,8.0,0,29312,28444,48673
0,61,0,1,0,9.0,0,26533,25080,38429
1,24,0,1,1,10.0,0,45247,45214,35724
0,29,1,1,1,11.8,0,33416,33061,38803
0,22,0,1,1,13.0,0,48139,47471,42914
1,61,1,0,0,10.8,0,34140,34345,42021
0,36,0,0,0,9.0,1,41995,41716,41634
1,48,1,0,0,8.8,1,35348,34693,47646
0,34,0,0,0,12.0,0,51131,51273,44707
0,24,0,0,1,8.0,1,58961,58822,40091
0,37,1,0,0,10.8,0,43971,43919,42609
1,27,0,0,1,13.0,0,51710,52326,35508
1,30,0,1,0,7.0,0,59278,59328,40046
1,39,0,0,1,13.0,0,36480,38196,42212
0,46,1,0,1,6.8,0,25702,25818,37068
0,51,0,0,0,8.0,0,43022,41967,41807
1,51,0,0,0,9.0,0,44781,45183,37235
0,46,1,0,0,12.8,0,59701,59066,45258
0,27,0,1,0,10.0,1,41625,41779,43667
1,18,0,0,1,12.0,1,46595,46944,40187
1,38,0,0,1,8.0,0,37584,38212,45728
0,38,0,1,0,8.0,1,55259,56073,37591
0,25,0,0,1,7.0,0,38462,38611,39092
1,63,0,1,0,12.0,0,30151,30157,48023
1,33,0,0,1,10.0,0,39454,39104,48107
0,62,0,0,0,13.0,0,35439,37368,41648
0,42,1,1,1,11.8,0,53438,52801,43569
0,40,1,1,0,6.8,1,26115,25063,41289
1,41,0,0,0,8.0,0,33611,33312,45295
1,41,0,1,1,7.0,0,40643,41299,43259
1,52,0,0,0,13.0,0,38300,37682,39198
1,26,0,1,1,10.0,0,24690,23103,42807
1,31,1,0,1,10.8,0,22777,21057,46799
1,58,0,1,0,10.0,0,33820,35653,38520
0,60,1,1,0,12.8,0,26768,27381,47911
0,44,0,0,1,11.0,0,55727,53377,50077
0,23,1,0,1,9.8,0,31726,32524,37867
1,41,1,0,0,10.8,0,44728,44454,44963
0,30,0,0,0,11.0,0,57739,59820,35704
1,28,0,1,1,11.0,0,49732,49159,42715
0,50,0,0,1,12.0,0,51893,52212,47718
0,18,1,0,1,12.8,1,55564,55143,42933
1,63,0,1,0,7.0,0,45148,43616,40592
0,30,1,0,1,10.8,0,42573,43293,43761
0,27,0,0,1,7.0,0,38504,37552,39597
1,23,0,0,1,9.0,0,21194,22543,49061
1,19,0,1,1,13.0,0,36990,33899,41487
1,49,0,1,0,8.0,0,30954,30018,47755
1,29,0,1,1,11.0,0,29574,30915,44829
1,60,0,0,0,12.0,0,23089,22760,43311
1,52,0,0,0,12.0,0,48790,49381,48574
1,25,0,0,1,11.0,0,38013,36815,48309
0,41,0,0,1,10.0,0,20374,21857,43959
0,25,1,0,1,7.8,0,38647,39376,34679
0,33,0,0,1,9.0,0,20411,19643,47517
0,37,0,0,1,9.0,0,48805,49513,44782
1,26,0,1,1,10.0,0,24374,22938,45674
0,45,0,0,1,13.0,0,38480,38705,44571
1,25,0,0,1,11.0,0,27716,26186,37285
1,43,1,1,1,7.8,0,25082,25498,40965
1,40,1,1,1,12.8,0,47103,47199,43365
0,64,0,0,0,8.0,0,40683,41049,39887
1,54,0,1,0,11.0,0,55103,56286,49872
1,27,0,0,0,9.0,0,37664,38073,47116
1,38,0,1,0,9.0,0,34927,33692,41945
1,28,0,0,1,11.0,0,35266,36153,42321
0,24,1,0,1,9.8,0,49226,47794,38276
1,51,0,0,1,8.0,0,38932,39683,36757
0,63,0,0,0,10.0,0,50420,52253,49261
1,29,1,0,1,12.8,0,35703,38235,43968
0,46,0,0,1,10.0,0,32864,32425,39909
1,47,0,0,1,13.0,0,54858,54314,44738
1,51,1,0,0,6.8,0,37344,35291,46274
0,64,0,1,0,9.0,0,25677,27128,40922
1,58,1,0,0,9.8,0,45533,44559,42684
1,58,0,0,1,10.0,0,43066,42554,37244
0,39,0,1,0,10.0,0,53280,54224,37923
1,18,0,0,1,13.0,0,58063,57209,48425
0,52,1,0,0,9.8,0,57308,57792,42837
1,26,1,0,1,11.8,1,27206,28298,46996
0,19,0,0,1,7.0,1,51065,51101,38918
1,20,0,0,1,7.0,0,54268,53224,40878
0,27,1,0,1,6.8,1,50653,49087,47301
0,38,0,0,1,10.0,0,41753,42388,39976
0,44,1,0,1,6.8,0,57381,57038,39605
1,41,0,0,1,9.0,0,33279,33899,40052
1,38,0,1,1,13.0,0,51133,51436,50892
0,35,0,0,0,12.0,0,57649,58203,40499
1,21,1,0,1,9.8,0,28324,28927,47921
1,46,0,0,0,9.0,0,39221,38479,48200
1,40,0,0,0,8.0,0,35265,35740,45108
0,18,0,1,1,10.0,0,29406,30687,42269
1,57,0,0,0,8.0,0,39509,38906,40559
0,62,0,1,0,10.0,0,36681,37215,39837
1,44,0,0,1,8.0,1,28471,28485,52153
1,19,0,0,1,12.0,0,50986,48608,39585
1,32,0,0,1,9.0,1,35174,36326,41374
1,31,0,0,1,9.0,0,28262,28016,51233
0,22,0,0,1,8.0,1,29969,29171,35422
0,61,0,0,0,10.0,0,22027,23055,43658
1,40,0,0,0,7.0,0,28744,27550,39493
1,64,0,0,0,13.0,0,43565,43855,49796
0,37,1,1,1,11.8,0,33023,33008,39390
0,37,1,0,1,9.8,0,40561,39382,41729
1,36,0,1,0,10.0,0,44270,45073,42696
1,34,1,0,1,11.8,1,48065,46162,43100
1,31,0,0,1,7.0,0,24350,24103,47362
1,62,0,0,0,9.0,0,45374,45552,40191
1,63,1,0,0,7.8,0,22069,22331,48310
0,31,0,0,1,10.0,0,59683,57521,37965
0,28,0,0,0,7.0,0,44567,44768,31673
0,35,0,0,1,8.0,0,30639,31128,46847
0,24,0,1,0,11.0,0,58718,58299,45738
0,61,0,1,0,12.0,0,20454,21440,49029
1,60,1,0,1,6.8,0,45205,44048,42477
0,38,1,0,0,11.8,0,47371,46803,47500
1,59,0,0,1,10.0,0,42149,43733,38788
0,58,0,0,0,9.0,0,51942,51916,44082
0,32,0,1,1,9.0,0,35453,35668,40571
0,45,0,0,0,8.0,0,52515,53132,44283
0,59,0,1,0,11.0,0,40494,40867,49394
0,53,0,0,1,8.0,0,58020,56848,43045
0,30,1,0,1,11.8,0,25399,23423,43327
0,23,0,0,1,10.0,0,49792,51001,41083
0,63,0,0,0,7.0,0,50496,51063,47922
1,35,1,0,0,9.8,0,27802,26863,48349
0,33,1,0,0,6.8,0,57934,60141,36156
0,60,0,0,0,11.0,0,29081,29869,42652
0,35,0,1,0,7.0,1,46348,47186,33776
0,63,1,0,1,6.8,0,24974,26351,35335
0,45,0,0,1,7.0,0,21558,21287,39193
0,62,0,0,1,11.0,0,33575,33057,43580
1,24,0,0,1,7.0,0,20107,21546,42243
1,49,1,1,0,8.8,0,22447,22606,38438
1,42,0,0,0,9.0,0,33615,35697,47794
1,34,0,0,1,12.0,0,32052,31576,46519
1,60,0,0,0,12.0,0,26060,25444,48964
1,38,0,0,1,9.0,0,59896,61713,48742
0,28,1,0,1,8.8,0,44593,44844,35574
0,31,0,0,1,11.0,0,49436,50394,47488
1,55,0,1,0,8.0,0,42126,42972,39040
0,62,0,1,0,9.0,0,30729,31963,38754
0,59,0,0,1,12.0,0,20904,22441,45991
1,49,1,1,0,8.8,0,55063,54990,41087
0,29,1,0,1,6.8,0,21467,21154,41790
0,46,0,0,0,8.0,0,30530,30930,40362
0,31,0,0,1,9.0,1,52033,52028,34958
1,52,0,1,1,7.0,0,24908,27163,38008
1,56,0,0,1,8.0,0,59177,59001,45229
0,22,0,0,1,10.0,0,34966,35175,42605
1,62,0,0,0,13.0,0,21975,22737,46060
0,25,0,0,1,9.0,1,31609,30835,35624
1,48,1,1,0,6.8,0,35946,37081,40881
0,27,0,0,1,7.0,0,35522,34902,37882
1,18,0,0,1,9.0,0,48961,49824,42593
1,49,0,0,1,10.0,0,23546,22995,47312
1,50,0,0,0,8.0,0,54721,54303,39439
1,47,1,1,0,10.8,0,59397,58914,54166
0,64,0,0,0,10.0,0,49657,49197,41786
1,38,0,0,1,7.0,0,25969,24704,42386
0,60,1,0,0,6.8,0,27165,26776,41728
0,20,1,0,1,9.8,0,57217,57530,40599
1,46,0,1,1,9.0,0,23841,25425,40021
1,54,0,0,0,13.0,0,23132,24996,40908
0,20,0,0,1,10.0,0,43082,43334,46070
1,33,1,0,0,10.8,0,34914,34982,41968
0,38,0,1,0,10.0,0,52334,51717,39807
0,55,0,0,0,10.0,0,59172,58312,43464
0,48,0,0,0,11.0,0,36856,37942,48657
1,34,0,0,0,7.0,0,53874,53326,35926
1,31,1,0,0,11.8,0,47533,46297,44315
1,40,1,1,1,7.8,0,50757,50485,45826
0,25,0,0,1,9.0,0,42411,43541,40435
0,34,0,0,1,11.0,0,47697,47543,42424
0,24,1,0,1,8.8,0,27101,27904,41224
0,62,0,1,0,8.0,0,26143,27239,44624
0,43,1,1,1,12.8,0,57964,56490,44650
0,30,0,0,0,8.0,0,54345,55681,41305
1,32,0,0,1,9.0,0,54868,54753,37462
0,37,1,0,0,9.8,0,43442,41895,39733
1,27,0,0,1,7.0,0,49562,49661,41012
1,51,0,0,0,8.0,0,34882,34996,44697
0,54,0,0,0,7.0,0,30548,30808,34701
0,50,1,0,1,8.8,0,27888,28371,40093
1,33,0,0,1,7.0,0,29663,28210,48847
1,60,1,1,0,11.8,0,43342,43670,41985
1,43,0,0,0,11.0,0,57141,57482,41544
0,64,0,0,0,7.0,1,25882,26245,42234
1,56,0,0,1,8.0,0,48163,46825,43440
0,21,0,1,1,11.0,0,33687,34134,38238
1,51,0,0,0,13.0,0,37035,36452,46505
0,18,0,0,1,10.0,1,36901,37117,40006
1,56,1,0,0,6.8,0,25643,27106,44097
1,24,1,0,0,7.8,0,44275,44314,41648
1,42,0,1,1,7.0,0,21263,22294,44250
1,30,0,0,1,9.0,1,27324,27213,44683
0,48,0,0,0,13.0,0,42438,41612,39450
1,63,1,1,0,10.8,0,27446,27598,42370
0,48,0,0,1,13.0,0,42182,41631,46560
0,48,0,0,0,12.0,0,48987,48480,45272
0,49,1,0,0,10.8,0,51542,53694,43101
0,58,0,0,0,10.0,0,51422,50326,39642
1,39,0,1,1,11.0,0,22066,22006,43559
0,36,0,1,1,8.0,0,25227,24838,41695
0,43,0,0,1,10.0,0,33537,32481,45487
0,18,0,0,1,7.0,1,58418,57423,34898
1,30,1,1,0,11.8,0,40764,41652,41807
0,57,0,0,1,8.0,0,55383,56705,38904
0,47,1,0,0,10.8,0,54863,54700,41436
0,19,1,0,0,12.8,1,57769,55499,41465
1,24,0,0,1,7.0,0,41177,41844,38397
0,30,0,0,0,9.0,0,25475,25331,37499
1,47,1,0,1,7.8,0,27162,28183,44104
1,60,1,0,1,10.8,0,40030,38823,45169
0,29,1,0,1,11.8,0,36626,37476,42149
0,19,1,1,1,10.8,1,43463,43149,34818
0,23,0,1,1,12.0,0,35996,36598,36213
0,55,0,0,1,12.0,0,47366,47230,43513
0,45,0,1,1,12.0,0,21443,21736,35901
0,46,0,0,1,10.0,0,21582,23161,41214
1,55,0,1,1,13.0,0,46493,45116,44281
0,24,0,0,0,11.0,0,44402,43331,40011
1,54,0,1,0,7.0,0,59496,58840,48072
0,32,0,0,1,8.0,0,44255,45451,40919
1,25,0,1,1,10.0,0,21346,21474,40727
0,61,1,1,0,8.8,0,48089,46695,43550
1,23,1,0,1,6.8,1,29508,27731,42972
1,61,1,0,0,6.8,0,26563,27132,42862
1,46,0,1,0,9.0,0,54853,54063,39579
1,31,0,0,1,13.0,0,30416,30174,46179
0,25,0,1,1,8.0,1,46905,46476,42056
1,32,0,0,1,7.0,0,37266,36249,52246
1,61,0,1,0,12.0,0,55612,54861,50143
1,29,1,1,1,10.8,0,23678,23342,46414
0,39,0,0,1,10.0,0,44742,47140,43011
1,40,0,0,0,8.0,0,35362,34957,38573
0,38,0,1,0,11.0,0,22795,20748,42358
0,24,0,0,0,13.0,1,33986,34100,48677
1,39,0,0,1,9.0,0,49385,49733,44141
1,46,1,0,1,11.8,0,33152,33740,47724
1,36,0,0,1,10.0,0,57484,56560,45006
0,19,0,0,1,13.0,0,47294,48449,45448
0,49,1,0,1,11.8,0,27885,25595,39339
1,33,0,0,1,10.0,1,21923,20363,50004
1,57,0,1,0,11.0,0,28749,26539,39022
1,52,0,0,0,8.0,0,23224,23351,45995
1,41,1,0,0,10.8,0,59564,61418,44801
0,46,1,1,1,7.8,1,42535,42789,46690
0,24,1,0,1,7.8,1,51900,53070,42674
1,55,1,0,1,9.8,0,33093,35019,48380
0,49,0,0,0,11.0,0,56363,54926,45570
1,38,0,0,1,7.0,0,20370,19580,46626
1,34,0,0,1,8.0,1,59920,61247,35244
0,48,1,0,0,12.8,0,51301,51034,41951
0,35,0,0,0,8.0,0,50376,49315,42103
1,51,0,0,0,8.0,0,33556,32072,44881
1,37,0,0,1,7.0,0,53577,53526,36569
1,36,0,0,0,8.0,0,59995,59039,33728
